Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
.,com.thealgorithms.datastructures.lists,SearchSinglyLinkedListRecursion,searchRecursion,3,1,2,17,0,com.thealgorithms.datastructures.lists.SearchSinglyLinkedListRecursion,com.thealgorithms.datastructures.lists.SearchSinglyLinkedListRecursion
.,com.thealgorithms.datastructures.lists,SearchSinglyLinkedListRecursion,search,3,1,1,29,0,com.thealgorithms.datastructures.lists.SearchSinglyLinkedListRecursion,com.thealgorithms.datastructures.lists.SearchSinglyLinkedListRecursion; com.thealgorithms.datastructures.lists.SinglyLinkedList
.,com.thealgorithms.datastructures.lists,SinglyLinkedList,SinglyLinkedList,4,1,0,20,0,,
.,com.thealgorithms.datastructures.lists,SinglyLinkedList,SinglyLinkedList,4,1,2,28,0,,
.,com.thealgorithms.datastructures.lists,SinglyLinkedList,detectLoop,12,3,0,39,0,,
.,com.thealgorithms.datastructures.lists,SinglyLinkedList,middle,12,3,0,57,0,,
.,com.thealgorithms.datastructures.lists,SinglyLinkedList,swapNodes,33,7,2,75,0,,
.,com.thealgorithms.datastructures.lists,SinglyLinkedList,reverseList,15,3,1,121,0,,
.,com.thealgorithms.datastructures.lists,SinglyLinkedList,clear,8,2,0,145,0,,
.,com.thealgorithms.datastructures.lists,SinglyLinkedList,isEmpty,3,1,0,157,0,,
.,com.thealgorithms.datastructures.lists,SinglyLinkedList,size,3,1,0,166,0,,
.,com.thealgorithms.datastructures.lists,SinglyLinkedList,getHead,3,1,0,175,0,,
.,com.thealgorithms.datastructures.lists,SinglyLinkedList,setHead,3,1,1,184,0,,
.,com.thealgorithms.datastructures.lists,SinglyLinkedList,count,9,2,0,192,0,,
.,com.thealgorithms.datastructures.lists,SinglyLinkedList,search,10,3,1,207,0,,
.,com.thealgorithms.datastructures.lists,SinglyLinkedList,toString,9,2,0,225,0,,
.,com.thealgorithms.datastructures.lists,SinglyLinkedList,deleteDuplicates,15,4,0,236,0,,
.,com.thealgorithms.datastructures.lists,SinglyLinkedList,print,11,3,0,260,0,,
.,com.thealgorithms.datastructures.lists,SinglyLinkedList,insertHead,3,1,1,272,0,com.thealgorithms.datastructures.lists.SinglyLinkedList,com.thealgorithms.datastructures.lists.SinglyLinkedList
.,com.thealgorithms.datastructures.lists,SinglyLinkedList,insert,3,1,1,281,0,com.thealgorithms.datastructures.lists.SinglyLinkedList,com.thealgorithms.datastructures.lists.SinglyLinkedList
.,com.thealgorithms.datastructures.lists,SinglyLinkedList,insertNth,22,4,2,290,0,com.thealgorithms.datastructures.lists.SinglyLinkedList,com.thealgorithms.datastructures.lists.SinglyLinkedList
.,com.thealgorithms.datastructures.lists,SinglyLinkedList,deleteHead,3,1,0,327,0,com.thealgorithms.datastructures.lists.SinglyLinkedList,com.thealgorithms.datastructures.lists.SinglyLinkedList
.,com.thealgorithms.datastructures.lists,SinglyLinkedList,delete,3,1,0,334,0,com.thealgorithms.datastructures.lists.SinglyLinkedList,com.thealgorithms.datastructures.lists.SinglyLinkedList
.,com.thealgorithms.datastructures.lists,SinglyLinkedList,deleteNth,14,3,1,341,0,com.thealgorithms.datastructures.lists.SinglyLinkedList,com.thealgorithms.datastructures.lists.SinglyLinkedList
.,com.thealgorithms.datastructures.lists,SinglyLinkedList,getNth,8,2,1,361,0,com.thealgorithms.datastructures.lists.SinglyLinkedList,com.thealgorithms.datastructures.lists.SinglyLinkedList
.,com.thealgorithms.datastructures.lists,SinglyLinkedList,checkBounds,5,2,3,376,0,,
.,com.thealgorithms.datastructures.lists,SinglyLinkedList,main,35,1,1,389,0,com.thealgorithms.datastructures.lists.SinglyLinkedList,com.thealgorithms.datastructures.lists.SinglyLinkedList
.,com.thealgorithms.datastructures.lists,SkipList,SkipList,3,1,0,53,0,,
.,com.thealgorithms.datastructures.lists,SkipList,SkipList,6,1,2,57,0,,
.,com.thealgorithms.datastructures.lists,SkipList,add,27,5,1,64,0,,
.,com.thealgorithms.datastructures.lists,SkipList,get,9,2,1,93,0,,
.,com.thealgorithms.datastructures.lists,SkipList,remove,24,6,1,103,0,,
.,com.thealgorithms.datastructures.lists,SkipList,contains,18,4,1,127,0,,
.,com.thealgorithms.datastructures.lists,SkipList,size,3,1,0,157,0,,
.,com.thealgorithms.datastructures.lists,SkipList,toString,33,6,0,161,0,,
.,com.thealgorithms.datastructures.lists,SinglyLinkedListTest,createSampleList,11,3,1,11,0,,
.,com.thealgorithms.datastructures.lists,SinglyLinkedListTest,detectLoop,14,1,0,30,1,com.thealgorithms.datastructures.lists.SinglyLinkedList,com.thealgorithms.datastructures.lists.SinglyLinkedList
.,com.thealgorithms.datastructures.lists,SinglyLinkedListTest,middle,12,1,0,50,1,com.thealgorithms.datastructures.lists.SinglyLinkedList,com.thealgorithms.datastructures.lists.SinglyLinkedList
.,com.thealgorithms.datastructures.lists,SinglyLinkedListTest,swap,8,1,0,68,1,com.thealgorithms.datastructures.lists.SinglyLinkedList,com.thealgorithms.datastructures.lists.SinglyLinkedList
.,com.thealgorithms.datastructures.lists,SinglyLinkedListTest,clear,7,1,0,78,1,com.thealgorithms.datastructures.lists.SinglyLinkedList,com.thealgorithms.datastructures.lists.SinglyLinkedList
.,com.thealgorithms.datastructures.lists,SinglyLinkedListTest,search,5,1,0,87,1,com.thealgorithms.datastructures.lists.SinglyLinkedList,com.thealgorithms.datastructures.lists.SinglyLinkedList
.,com.thealgorithms.datastructures.lists,SinglyLinkedListTest,deleteNth,6,1,0,94,1,com.thealgorithms.datastructures.lists.SinglyLinkedList,com.thealgorithms.datastructures.lists.SinglyLinkedList
.,com.thealgorithms.datastructures.lists,SinglyLinkedListTest,reverseList,12,1,0,102,1,com.thealgorithms.datastructures.lists.SinglyLinkedList,com.thealgorithms.datastructures.lists.SinglyLinkedList
.,com.thealgorithms.datastructures.lists,SinglyLinkedListTest,reverseListNullPointer,6,1,0,129,1,com.thealgorithms.datastructures.lists.SinglyLinkedList,com.thealgorithms.datastructures.lists.SinglyLinkedList
.,com.thealgorithms.datastructures.lists,SinglyLinkedListTest,reverseListTest,11,2,0,143,1,com.thealgorithms.datastructures.lists.SinglyLinkedList,com.thealgorithms.datastructures.lists.SinglyLinkedList
.,com.thealgorithms.datastructures.lists,SkipListTest,add,7,1,0,11,1,com.thealgorithms.datastructures.lists.SkipList,com.thealgorithms.datastructures.lists.SkipList
.,com.thealgorithms.datastructures.lists,SkipListTest,get,7,1,0,22,1,com.thealgorithms.datastructures.lists.SkipList,com.thealgorithms.datastructures.lists.SkipList
.,com.thealgorithms.datastructures.lists,SkipListTest,contains,6,1,0,33,1,,
.,com.thealgorithms.datastructures.lists,SkipListTest,removeFromHead,9,1,0,43,1,com.thealgorithms.datastructures.lists.SkipList,com.thealgorithms.datastructures.lists.SkipList
.,com.thealgorithms.datastructures.lists,SkipListTest,removeFromTail,9,1,0,56,1,com.thealgorithms.datastructures.lists.SkipList,com.thealgorithms.datastructures.lists.SkipList
.,com.thealgorithms.datastructures.lists,SkipListTest,checkSortedOnLowestLayer,8,1,0,69,1,,
.,com.thealgorithms.datastructures.lists,SkipListTest,createSkipList,6,1,0,81,0,,
.,com.thealgorithms.datastructures.lists,SkipListTest,print,3,1,1,100,0,,
.,com.thealgorithms.datastructures.queues,CircularQueue,CircularQueue,6,1,1,12,0,,
.,com.thealgorithms.datastructures.queues,CircularQueue,isEmpty,3,1,0,19,0,,
.,com.thealgorithms.datastructures.queues,CircularQueue,isFull,6,2,0,23,0,,
.,com.thealgorithms.datastructures.queues,CircularQueue,enQueue,21,4,1,30,0,com.thealgorithms.datastructures.queues.CircularQueue,com.thealgorithms.datastructures.queues.CircularQueue
.,com.thealgorithms.datastructures.queues,CircularQueue,deQueue,20,4,0,49,0,com.thealgorithms.datastructures.queues.CircularQueue,com.thealgorithms.datastructures.queues.CircularQueue
.,com.thealgorithms.datastructures.queues,CircularQueue,peek,9,2,0,67,0,com.thealgorithms.datastructures.queues.CircularQueue,com.thealgorithms.datastructures.queues.CircularQueue
.,com.thealgorithms.datastructures.queues,CircularQueue,deleteQueue,4,1,0,76,0,,
.,com.thealgorithms.datastructures.queues,CircularQueue,main,23,1,1,81,0,com.thealgorithms.datastructures.queues.CircularQueue,com.thealgorithms.datastructures.queues.CircularQueue
.,com.thealgorithms.datastructures.queues,Deques,addFirst,13,2,1,57,0,,
.,com.thealgorithms.datastructures.queues,Deques,addLast,12,2,1,81,0,,
.,com.thealgorithms.datastructures.queues,Deques,pollFirst,18,3,0,104,0,,
.,com.thealgorithms.datastructures.queues,Deques,pollLast,18,3,0,139,0,,
.,com.thealgorithms.datastructures.queues,Deques,peekFirst,3,1,0,173,0,,
.,com.thealgorithms.datastructures.queues,Deques,peekLast,3,1,0,182,0,,
.,com.thealgorithms.datastructures.queues,Deques,size,3,1,0,191,0,,
.,com.thealgorithms.datastructures.queues,Deques,isEmpty,3,1,0,200,0,,
.,com.thealgorithms.datastructures.queues,Deques,toString,13,3,0,209,0,,
.,com.thealgorithms.datastructures.queues,Deques,main,33,5,1,236,0,com.thealgorithms.datastructures.queues.Deques,com.thealgorithms.datastructures.queues.Deques
.,com.thealgorithms.datastructures.queues,GenericArrayListQueue,hasElements,3,1,0,20,0,,
.,com.thealgorithms.datastructures.queues,GenericArrayListQueue,peek,7,2,0,29,0,com.thealgorithms.datastructures.queues.GenericArrayListQueue,com.thealgorithms.datastructures.queues.GenericArrayListQueue
.,com.thealgorithms.datastructures.queues,GenericArrayListQueue,add,3,1,1,43,0,,
.,com.thealgorithms.datastructures.queues,GenericArrayListQueue,pull,7,2,0,53,0,com.thealgorithms.datastructures.queues.GenericArrayListQueue,com.thealgorithms.datastructures.queues.GenericArrayListQueue
.,com.thealgorithms.datastructures.queues,GenericArrayListQueue,main,16,1,1,66,0,com.thealgorithms.datastructures.queues.GenericArrayListQueue,com.thealgorithms.datastructures.queues.GenericArrayListQueue
.,com.thealgorithms.datastructures.queues,LinkedQueue,LinkedQueue,3,1,0,43,0,,
.,com.thealgorithms.datastructures.queues,LinkedQueue,isEmpty,3,1,0,50,0,,
.,com.thealgorithms.datastructures.queues,LinkedQueue,enqueue,6,1,1,59,0,,
.,com.thealgorithms.datastructures.queues,LinkedQueue,dequeue,13,3,0,73,0,com.thealgorithms.datastructures.queues.LinkedQueue,com.thealgorithms.datastructures.queues.LinkedQueue
.,com.thealgorithms.datastructures.queues,LinkedQueue,peekFront,6,2,0,95,0,com.thealgorithms.datastructures.queues.LinkedQueue,com.thealgorithms.datastructures.queues.LinkedQueue
.,com.thealgorithms.datastructures.queues,LinkedQueue,peekRear,6,2,0,107,0,com.thealgorithms.datastructures.queues.LinkedQueue,com.thealgorithms.datastructures.queues.LinkedQueue
.,com.thealgorithms.datastructures.queues,LinkedQueue,peek,6,3,1,119,0,,
.,com.thealgorithms.datastructures.queues,LinkedQueue,iterator,12,1,0,132,0,,
.,com.thealgorithms.datastructures.queues,LinkedQueue,hasNext,3,1,0,142,0,,
.,com.thealgorithms.datastructures.queues,LinkedQueue,next,3,1,0,147,0,,
.,com.thealgorithms.datastructures.queues,LinkedQueue,size,3,1,0,154,0,,
.,com.thealgorithms.datastructures.queues,LinkedQueue,clear,3,2,0,163,0,com.thealgorithms.datastructures.queues.LinkedQueue,com.thealgorithms.datastructures.queues.LinkedQueue
.,com.thealgorithms.datastructures.queues,LinkedQueue,toString,6,2,0,170,0,,
.,com.thealgorithms.datastructures.queues,LinkedQueue,main,15,1,1,179,0,com.thealgorithms.datastructures.queues.LinkedQueue,com.thealgorithms.datastructures.queues.LinkedQueue
.,com.thealgorithms.datastructures.queues,PriorityQueue,PriorityQueue,6,1,0,29,0,,
.,com.thealgorithms.datastructures.queues,PriorityQueue,PriorityQueue,5,1,1,47,0,,
.,com.thealgorithms.datastructures.queues,PriorityQueue,swim,8,2,1,59,0,,
.,com.thealgorithms.datastructures.queues,PriorityQueue,sink,11,4,1,78,0,,
.,com.thealgorithms.datastructures.queues,PriorityQueue,insert,9,2,1,102,0,com.thealgorithms.datastructures.queues.PriorityQueue,com.thealgorithms.datastructures.queues.PriorityQueue
.,com.thealgorithms.datastructures.queues,PriorityQueue,remove,14,2,0,117,0,com.thealgorithms.datastructures.queues.PriorityQueue,com.thealgorithms.datastructures.queues.PriorityQueue
.,com.thealgorithms.datastructures.queues,PriorityQueue,peek,3,1,0,140,0,,
.,com.thealgorithms.datastructures.queues,PriorityQueue,isEmpty,3,1,0,149,0,,
.,com.thealgorithms.datastructures.queues,PriorityQueue,isFull,3,1,0,158,0,,
.,com.thealgorithms.datastructures.queues,PriorityQueue,getSize,3,1,0,167,0,,
.,com.thealgorithms.datastructures.queues,Queue,Queue,3,1,0,38,0,,
.,com.thealgorithms.datastructures.queues,Queue,Queue,7,1,1,45,0,,
.,com.thealgorithms.datastructures.queues,Queue,insert,9,2,1,58,0,com.thealgorithms.datastructures.queues.Queue,com.thealgorithms.datastructures.queues.Queue
.,com.thealgorithms.datastructures.queues,Queue,remove,9,2,0,75,0,com.thealgorithms.datastructures.queues.Queue,com.thealgorithms.datastructures.queues.Queue
.,com.thealgorithms.datastructures.queues,Queue,peekFront,3,1,0,90,0,,
.,com.thealgorithms.datastructures.queues,Queue,peekRear,3,1,0,99,0,,
.,com.thealgorithms.datastructures.queues,Queue,isEmpty,3,1,0,108,0,,
.,com.thealgorithms.datastructures.queues,Queue,isFull,3,1,0,117,0,,
.,com.thealgorithms.datastructures.queues,Queue,getSize,3,1,0,126,0,,
.,com.thealgorithms.datastructures.queues,Queue,toString,12,3,0,135,0,,
.,com.thealgorithms.datastructures.queues,LinkedQueueTest,testQue,12,3,0,8,1,com.thealgorithms.datastructures.queues.LinkedQueue,com.thealgorithms.datastructures.queues.LinkedQueue
.,com.thealgorithms.datastructures.queues,PriorityQueuesTest,testPQInsertion,10,1,0,8,1,com.thealgorithms.datastructures.queues.PriorityQueue,com.thealgorithms.datastructures.queues.PriorityQueue
.,com.thealgorithms.datastructures.queues,PriorityQueuesTest,testPQDeletion,12,1,0,22,1,com.thealgorithms.datastructures.queues.PriorityQueue,com.thealgorithms.datastructures.queues.PriorityQueue
.,com.thealgorithms.datastructures.queues,PriorityQueuesTest,testPQExtra,19,1,0,37,1,com.thealgorithms.datastructures.queues.PriorityQueue,com.thealgorithms.datastructures.queues.PriorityQueue
.,com.thealgorithms.datastructures.stacks,BalancedBrackets,isPaired,9,3,2,21,0,,
.,com.thealgorithms.datastructures.stacks,BalancedBrackets,isBalanced,0,10,1,44,0,com.thealgorithms.datastructures.stacks.BalancedBrackets,com.thealgorithms.datastructures.stacks.BalancedBrackets
.,com.thealgorithms.datastructures.stacks,BalancedBrackets,main,4,1,1,78,0,com.thealgorithms.datastructures.stacks.BalancedBrackets,com.thealgorithms.datastructures.stacks.BalancedBrackets
.,com.thealgorithms.datastructures.stacks,CalculateMaxOfMin,calculateMaxOfMin,22,3,1,16,0,,
.,com.thealgorithms.datastructures.stacks,DecimalToAnyUsingStack,main,7,1,1,7,0,com.thealgorithms.datastructures.stacks.DecimalToAnyUsingStack,com.thealgorithms.datastructures.stacks.DecimalToAnyUsingStack
.,com.thealgorithms.datastructures.stacks,DecimalToAnyUsingStack,convert,17,4,2,15,0,,
.,com.thealgorithms.datastructures.stacks,DuplicateBrackets,check,21,5,1,15,0,,
.,com.thealgorithms.datastructures.stacks,DuplicateBrackets,main,6,1,1,37,0,com.thealgorithms.datastructures.stacks.DuplicateBrackets,com.thealgorithms.datastructures.stacks.DuplicateBrackets
.,com.thealgorithms.datastructures.stacks,InfixToPostfix,main,5,1,1,7,0,com.thealgorithms.datastructures.stacks.InfixToPostfix,com.thealgorithms.datastructures.stacks.InfixToPostfix
.,com.thealgorithms.datastructures.stacks,InfixToPostfix,infix2PostFix,31,9,1,13,0,com.thealgorithms.datastructures.stacks.BalancedBrackets,com.thealgorithms.datastructures.stacks.BalancedBrackets; com.thealgorithms.datastructures.stacks.InfixToPostfix
.,com.thealgorithms.datastructures.stacks,InfixToPostfix,precedence,0,6,1,42,0,,
.,com.thealgorithms.datastructures.stacks,LargestRectangle,largestRectanglehistogram,18,4,1,12,0,,
.,com.thealgorithms.datastructures.stacks,LargestRectangle,main,4,1,1,31,0,com.thealgorithms.datastructures.stacks.LargestRectangle,com.thealgorithms.datastructures.stacks.LargestRectangle
.,com.thealgorithms.datastructures.stacks,MaximumMinimumWindow,calculateMaxOfMin,45,13,2,32,0,,
.,com.thealgorithms.datastructures.stacks,MaximumMinimumWindow,main,6,1,1,99,0,com.thealgorithms.datastructures.stacks.MaximumMinimumWindow,com.thealgorithms.datastructures.stacks.MaximumMinimumWindow
.,com.thealgorithms.datastructures.stacks,NextGraterElement,findNextGreaterElements,14,4,1,46,0,,
.,com.thealgorithms.datastructures.stacks,NextGraterElement,main,5,1,1,64,0,com.thealgorithms.datastructures.stacks.NextGraterElement,com.thealgorithms.datastructures.stacks.NextGraterElement
.,com.thealgorithms.datastructures.stacks,NextSmallerElement,findNextSmallerElements,19,5,1,42,0,,
.,com.thealgorithms.datastructures.stacks,NextSmallerElement,main,5,1,1,63,0,com.thealgorithms.datastructures.stacks.NextSmallerElement,com.thealgorithms.datastructures.stacks.NextSmallerElement
.,com.thealgorithms.datastructures.stacks,NodeStack,main,17,1,1,10,0,com.thealgorithms.datastructures.stacks.NodeStack,com.thealgorithms.datastructures.stacks.NodeStack
.,com.thealgorithms.datastructures.stacks,NodeStack,NodeStack,2,1,0,49,0,,
.,com.thealgorithms.datastructures.stacks,NodeStack,NodeStack,3,1,1,55,0,,
.,com.thealgorithms.datastructures.stacks,NodeStack,push,14,2,1,59,0,com.thealgorithms.datastructures.stacks.NodeStack,com.thealgorithms.datastructures.stacks.NodeStack
.,com.thealgorithms.datastructures.stacks,NodeStack,pop,7,1,0,80,0,com.thealgorithms.datastructures.stacks.NodeStack,com.thealgorithms.datastructures.stacks.NodeStack
.,com.thealgorithms.datastructures.stacks,NodeStack,peek,3,1,0,96,0,com.thealgorithms.datastructures.stacks.NodeStack,com.thealgorithms.datastructures.stacks.NodeStack
.,com.thealgorithms.datastructures.stacks,NodeStack,isEmpty,3,1,0,105,0,com.thealgorithms.datastructures.stacks.NodeStack,com.thealgorithms.datastructures.stacks.NodeStack
.,com.thealgorithms.datastructures.stacks,NodeStack,size,3,1,0,114,0,com.thealgorithms.datastructures.stacks.NodeStack,com.thealgorithms.datastructures.stacks.NodeStack
.,com.thealgorithms.datastructures.stacks,NodeStack,print,5,2,0,123,0,com.thealgorithms.datastructures.stacks.NodeStack,com.thealgorithms.datastructures.stacks.NodeStack
.,com.thealgorithms.datastructures.stacks,NodeStack,setHead,3,1,1,135,0,,
.,com.thealgorithms.datastructures.stacks,NodeStack,setNext,2,1,1,139,0,,
.,com.thealgorithms.datastructures.stacks,NodeStack,getPrevious,3,1,0,142,0,,
.,com.thealgorithms.datastructures.stacks,NodeStack,setPrevious,3,1,1,146,0,,
.,com.thealgorithms.datastructures.stacks,NodeStack,getSize,3,1,0,150,0,,
.,com.thealgorithms.datastructures.stacks,NodeStack,setSize,3,1,1,154,0,,
.,com.thealgorithms.datastructures.stacks,NodeStack,getData,3,1,0,158,0,,
.,com.thealgorithms.datastructures.stacks,PostfixToInfix,isOperator,11,6,1,21,0,,
.,com.thealgorithms.datastructures.stacks,PostfixToInfix,isValidPostfixExpression,24,9,1,34,0,com.thealgorithms.datastructures.stacks.PostfixToInfix,com.thealgorithms.datastructures.stacks.PostfixToInfix
.,com.thealgorithms.datastructures.stacks,PostfixToInfix,getPostfixToInfix,30,5,1,78,0,com.thealgorithms.datastructures.stacks.PostfixToInfix,com.thealgorithms.datastructures.stacks.PostfixToInfix
.,com.thealgorithms.datastructures.stacks,PostfixToInfix,main,7,1,1,122,0,com.thealgorithms.datastructures.stacks.PostfixToInfix,com.thealgorithms.datastructures.stacks.PostfixToInfix
.,com.thealgorithms.datastructures.stacks,ReverseStack,main,18,3,1,13,0,com.thealgorithms.datastructures.stacks.ReverseStack,com.thealgorithms.datastructures.stacks.ReverseStack
.,com.thealgorithms.datastructures.stacks,ReverseStack,reverseStack,9,2,1,32,0,com.thealgorithms.datastructures.stacks.ReverseStack,com.thealgorithms.datastructures.stacks.ReverseStack
.,com.thealgorithms.datastructures.stacks,ReverseStack,insertAtBottom,10,2,2,49,0,com.thealgorithms.datastructures.stacks.ReverseStack,com.thealgorithms.datastructures.stacks.ReverseStack
.,com.thealgorithms.datastructures.stacks,StackArray,main,15,1,1,15,0,com.thealgorithms.datastructures.stacks.StackArray,com.thealgorithms.datastructures.stacks.StackArray
.,com.thealgorithms.datastructures.stacks,StackArray,StackArray,3,1,0,59,0,,
.,com.thealgorithms.datastructures.stacks,StackArray,StackArray,5,1,1,66,0,,
.,com.thealgorithms.datastructures.stacks,StackArray,push,10,2,1,77,0,com.thealgorithms.datastructures.stacks.StackArray,com.thealgorithms.datastructures.stacks.StackArray
.,com.thealgorithms.datastructures.stacks,StackArray,pop,13,3,0,92,0,com.thealgorithms.datastructures.stacks.StackArray,com.thealgorithms.datastructures.stacks.StackArray
.,com.thealgorithms.datastructures.stacks,StackArray,peek,9,2,0,111,0,com.thealgorithms.datastructures.stacks.StackArray,com.thealgorithms.datastructures.stacks.StackArray
.,com.thealgorithms.datastructures.stacks,StackArray,resize,8,2,1,125,0,,
.,com.thealgorithms.datastructures.stacks,StackArray,isEmpty,3,1,0,136,0,,
.,com.thealgorithms.datastructures.stacks,StackArray,isFull,3,1,0,145,0,,
.,com.thealgorithms.datastructures.stacks,StackArray,makeEmpty,3,1,0,154,0,,
.,com.thealgorithms.datastructures.stacks,StackArray,size,3,1,0,165,0,,
.,com.thealgorithms.datastructures.stacks,StackArrayList,main,21,3,1,19,0,com.thealgorithms.datastructures.stacks.StackArrayList,com.thealgorithms.datastructures.stacks.StackArrayList
.,com.thealgorithms.datastructures.stacks,StackArrayList,StackArrayList,3,1,0,55,0,,
.,com.thealgorithms.datastructures.stacks,StackArrayList,push,3,1,1,62,0,,
.,com.thealgorithms.datastructures.stacks,StackArrayList,pop,6,2,0,71,0,com.thealgorithms.datastructures.stacks.StackArrayList,com.thealgorithms.datastructures.stacks.StackArrayList
.,com.thealgorithms.datastructures.stacks,StackArrayList,isEmpty,3,1,0,86,0,,
.,com.thealgorithms.datastructures.stacks,StackArrayList,peek,6,2,0,95,0,com.thealgorithms.datastructures.stacks.StackArrayList,com.thealgorithms.datastructures.stacks.StackArrayList
.,com.thealgorithms.datastructures.stacks,StackArrayList,size,3,1,0,108,0,,
.,com.thealgorithms.datastructures.stacks,StackOfLinkedList,main,13,1,1,11,0,,
.,com.thealgorithms.datastructures.trees,AVLSimple,insert,3,1,1,46,0,com.thealgorithms.datastructures.trees.AVLSimple,com.thealgorithms.datastructures.trees.AVLSimple
.,com.thealgorithms.datastructures.trees,AVLSimple,insert,24,8,2,50,0,com.thealgorithms.datastructures.trees.AVLSimple,com.thealgorithms.datastructures.trees.AVLSimple
.,com.thealgorithms.datastructures.trees,AVLSimple,display,4,1,0,80,0,com.thealgorithms.datastructures.trees.AVLSimple,com.thealgorithms.datastructures.trees.AVLSimple
.,com.thealgorithms.datastructures.trees,AVLSimple,display,11,5,1,85,0,com.thealgorithms.datastructures.trees.AVLSimple,com.thealgorithms.datastructures.trees.AVLSimple
.,com.thealgorithms.datastructures.trees,AVLSimple,height,6,2,1,101,0,,
.,com.thealgorithms.datastructures.trees,AVLSimple,bf,4,2,1,108,0,com.thealgorithms.datastructures.trees.AVLSimple,com.thealgorithms.datastructures.trees.AVLSimple
.,com.thealgorithms.datastructures.trees,AVLSimple,rightRotate,9,1,1,113,0,com.thealgorithms.datastructures.trees.AVLSimple,com.thealgorithms.datastructures.trees.AVLSimple
.,com.thealgorithms.datastructures.trees,AVLSimple,leftRotate,9,1,1,124,0,com.thealgorithms.datastructures.trees.AVLSimple,com.thealgorithms.datastructures.trees.AVLSimple
.,com.thealgorithms.datastructures.trees,AVLTree,insert,28,6,1,20,0,com.thealgorithms.datastructures.trees.AVLTree,com.thealgorithms.datastructures.trees.AVLTree
.,com.thealgorithms.datastructures.trees,AVLTree,delete,33,7,1,50,0,com.thealgorithms.datastructures.trees.AVLTree,com.thealgorithms.datastructures.trees.AVLTree
.,com.thealgorithms.datastructures.trees,AVLTree,delete,15,4,1,81,0,com.thealgorithms.datastructures.trees.AVLTree,com.thealgorithms.datastructures.trees.AVLTree
.,com.thealgorithms.datastructures.trees,AVLTree,rebalance,25,6,1,98,0,com.thealgorithms.datastructures.trees.AVLTree,com.thealgorithms.datastructures.trees.AVLTree
.,com.thealgorithms.datastructures.trees,AVLTree,rotateLeft,20,4,1,122,0,,
.,com.thealgorithms.datastructures.trees,AVLTree,rotateRight,20,4,1,148,0,,
.,com.thealgorithms.datastructures.trees,AVLTree,rotateLeftThenRight,4,1,1,174,0,com.thealgorithms.datastructures.trees.AVLTree,com.thealgorithms.datastructures.trees.AVLTree
.,com.thealgorithms.datastructures.trees,AVLTree,rotateRightThenLeft,4,1,1,179,0,com.thealgorithms.datastructures.trees.AVLTree,com.thealgorithms.datastructures.trees.AVLTree
.,com.thealgorithms.datastructures.trees,AVLTree,height,6,2,1,184,0,,
.,com.thealgorithms.datastructures.trees,AVLTree,setBalance,6,2,1,191,0,com.thealgorithms.datastructures.trees.AVLTree,com.thealgorithms.datastructures.trees.AVLTree
.,com.thealgorithms.datastructures.trees,AVLTree,printBalance,3,1,0,198,0,com.thealgorithms.datastructures.trees.AVLTree,com.thealgorithms.datastructures.trees.AVLTree
.,com.thealgorithms.datastructures.trees,AVLTree,printBalance,7,2,1,202,0,com.thealgorithms.datastructures.trees.AVLTree,com.thealgorithms.datastructures.trees.AVLTree
.,com.thealgorithms.datastructures.trees,AVLTree,reheight,5,2,1,210,0,com.thealgorithms.datastructures.trees.AVLTree,com.thealgorithms.datastructures.trees.AVLTree
.,com.thealgorithms.datastructures.trees,AVLTree,search,4,1,1,216,0,com.thealgorithms.datastructures.trees.AVLTree,com.thealgorithms.datastructures.trees.AVLTree
.,com.thealgorithms.datastructures.trees,AVLTree,searchHelper,9,3,2,221,0,com.thealgorithms.datastructures.trees.AVLTree,com.thealgorithms.datastructures.trees.AVLTree
.,com.thealgorithms.datastructures.trees,AVLTree,main,9,2,1,236,0,com.thealgorithms.datastructures.trees.AVLTree,com.thealgorithms.datastructures.trees.AVLTree
.,com.thealgorithms.datastructures.trees,BinaryTree,BinaryTree,3,1,0,63,0,,
.,com.thealgorithms.datastructures.trees,BinaryTree,BinaryTree,3,1,1,70,0,,
.,com.thealgorithms.datastructures.trees,BinaryTree,find,21,6,1,77,0,,
.,com.thealgorithms.datastructures.trees,BinaryTree,put,17,3,1,103,0,com.thealgorithms.datastructures.trees.BinaryTree,com.thealgorithms.datastructures.trees.BinaryTree
.,com.thealgorithms.datastructures.trees,BinaryTree,remove,77,15,1,127,0,com.thealgorithms.datastructures.trees.BinaryTree,com.thealgorithms.datastructures.trees.BinaryTree
.,com.thealgorithms.datastructures.trees,BinaryTree,findSuccessor,12,3,1,227,0,,
.,com.thealgorithms.datastructures.trees,BinaryTree,getRoot,3,1,0,247,0,,
.,com.thealgorithms.datastructures.trees,BinaryTree,inOrder,7,2,1,256,0,com.thealgorithms.datastructures.trees.BinaryTree,com.thealgorithms.datastructures.trees.BinaryTree
.,com.thealgorithms.datastructures.trees,BinaryTree,preOrder,7,2,1,270,0,com.thealgorithms.datastructures.trees.BinaryTree,com.thealgorithms.datastructures.trees.BinaryTree
.,com.thealgorithms.datastructures.trees,BinaryTree,postOrder,7,2,1,283,0,com.thealgorithms.datastructures.trees.BinaryTree,com.thealgorithms.datastructures.trees.BinaryTree
